answer,current_clue,source_type,source_id,canonical_slug,source_ref,evidence_page_url,approved_count,fallback_used,rejected_candidates,rejected_reason_codes,manual_clue,reason_codes,reason_details,status
ICY ROCK,Berry-blending ingredient,item,259,,https://pokeapi.co/api/v2/item/259/,https://bulbapedia.bulbagarden.net/wiki/Icy_Rock,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ILLUMINATE,debuffing ability,ability,35,,https://pokeapi.co/api/v2/ability/35/,https://bulbapedia.bulbagarden.net/wiki/Illuminate_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
IMMUNITY,poisoning trait,ability,17,,https://pokeapi.co/api/v2/ability/17/,https://bulbapedia.bulbagarden.net/wiki/Immunity_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
IMPRISON,Psychic status move,move,286,,https://pokeapi.co/api/v2/move/286/,https://bulbapedia.bulbagarden.net/wiki/Imprison_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INCINIUM Z BAG,unused,item,958,,https://pokeapi.co/api/v2/item/958/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INFERNAL PASS,Paldea landmark,location,1063,,https://pokeapi.co/api/v2/location/1063/,https://bulbapedia.bulbagarden.net/wiki/Infernal_Pass,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INFILTRATOR,Gen V ability,ability,151,,https://pokeapi.co/api/v2/ability/151/,https://bulbapedia.bulbagarden.net/wiki/Infiltrator_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INGRAIN,Grass status move,move,275,,https://pokeapi.co/api/v2/move/275/,https://bulbapedia.bulbagarden.net/wiki/Ingrain_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INNARDS OUT,Punishes a knockout blow,ability,215,,https://pokeapi.co/api/v2/ability/215/,https://bulbapedia.bulbagarden.net/wiki/Innards_Out_(Ability),2,false,Retaliates when knocked out,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INNER FOCUS,flinch-causing trait,ability,39,,https://pokeapi.co/api/v2/ability/39/,https://bulbapedia.bulbagarden.net/wiki/Inner_Focus_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INSIDE OF TRUCK,Hoenn landmark,location,584,,https://pokeapi.co/api/v2/location/584/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INSTINCT,Gen V ability,ability,10007,,https://pokeapi.co/api/v2/ability/10007/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INTERFERENCE,Gen V ability,ability,10040,,https://pokeapi.co/api/v2/ability/10040/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INTIMIDATE,debuffing trait,ability,22,,https://pokeapi.co/api/v2/ability/22/,https://bulbapedia.bulbagarden.net/wiki/Intimidate_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
INTREPID SWORD,boosting ability,ability,234,,https://pokeapi.co/api/v2/ability/234/,https://bulbapedia.bulbagarden.net/wiki/Intrepid_Sword_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
IRON BALL,Held battle item,item,255,,https://pokeapi.co/api/v2/item/255/,https://bulbapedia.bulbagarden.net/wiki/Iron_Ball,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
IRON FIST,draining ability,ability,89,,https://pokeapi.co/api/v2/ability/89/,https://bulbapedia.bulbagarden.net/wiki/Iron_Fist_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
IRON ISLAND,Urban landmark,location,24,,https://pokeapi.co/api/v2/location/24/,https://bulbapedia.bulbagarden.net/wiki/Iron_Island,2,false,Sinnoh island,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
IRON ROOM,Unova landmark,location,565,,https://pokeapi.co/api/v2/location/565/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
ISLESPY SHORE,Hisui landmark,location,997,,https://pokeapi.co/api/v2/location/997/,https://bulbapedia.bulbagarden.net/wiki/Islespy_Shore,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
JAGGED EDGE,Gen V ability,ability,10009,,https://pokeapi.co/api/v2/ability/10009/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
JALAPEO,Berry-blending ingredient,item,1756,,https://pokeapi.co/api/v2/item/1756/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
JUBILIFE TV,Sinnoh landmark,location,193,,https://pokeapi.co/api/v2/location/193/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
JUNGLE HEALING,Grass status move,move,816,,https://pokeapi.co/api/v2/move/816/,https://bulbapedia.bulbagarden.net/wiki/Jungle_Healing_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
JUSTIFIED,boosting trait,ability,154,,https://pokeapi.co/api/v2/ability/154/,https://bulbapedia.bulbagarden.net/wiki/Justified_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KALAE BAY,Alola landmark,location,714,,https://pokeapi.co/api/v2/location/714/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KEEN EYE,debuffing trait,ability,51,,https://pokeapi.co/api/v2/ability/51/,https://bulbapedia.bulbagarden.net/wiki/Keen_Eye_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KETCHUP,Berry-blending ingredient,item,1705,,https://pokeapi.co/api/v2/item/1705/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KITAKAMI ROAD,Paldea landmark,location,1065,,https://pokeapi.co/api/v2/location/1065/,https://bulbapedia.bulbagarden.net/wiki/Kitakami_Road,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KIWI,Berry-blending ingredient,item,1754,,https://pokeapi.co/api/v2/item/1754/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KLAWF STICK,Berry-blending ingredient,item,1741,,https://pokeapi.co/api/v2/item/1741/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KLUTZ,Gen IV ability,ability,103,,https://pokeapi.co/api/v2/ability/103/,https://bulbapedia.bulbagarden.net/wiki/Klutz_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KOFUS WALLET,Plot-critical key,item,1672,,https://pokeapi.co/api/v2/item/1672/,,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
KOMMONIUM Z BAG,unused,item,978,,https://pokeapi.co/api/v2/item/978/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LAGGING TAIL,Held battle item,item,256,,https://pokeapi.co/api/v2/item/256/,https://bulbapedia.bulbagarden.net/wiki/Lagging_Tail,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LAKE OF OUTRAGE,Galar landmark,location,913,,https://pokeapi.co/api/v2/location/913/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LARGE LEEK,Berry-blending ingredient,item,1152,,https://pokeapi.co/api/v2/item/1152/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LAST BASTION,Gen V ability,ability,10029,,https://pokeapi.co/api/v2/ability/10029/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LAVA COOKIE,Gen III status cures,item,42,,https://pokeapi.co/api/v2/item/42/,https://bulbapedia.bulbagarden.net/wiki/Lava_Cookie,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LAVERRE GATE,Kalos landmark,location,668,,https://pokeapi.co/api/v2/location/668/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LAX INCENSE,Held battle item,item,232,,https://pokeapi.co/api/v2/item/232/,https://bulbapedia.bulbagarden.net/wiki/Lax_Incense,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LEADERS CREST,Picnic item,item,2046,,https://pokeapi.co/api/v2/item/2046/,,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
LEAF GUARD,Weather-linked trait,ability,102,,https://pokeapi.co/api/v2/ability/102/,https://bulbapedia.bulbagarden.net/wiki/Leaf_Guard_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LEAF STONE,Evolution-trigger item,item,85,,https://pokeapi.co/api/v2/item/85/,https://bulbapedia.bulbagarden.net/wiki/Leaf_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LEECH SEED,Grass status move,move,73,,https://pokeapi.co/api/v2/move/73/,https://bulbapedia.bulbagarden.net/wiki/Leech_Seed_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LEFT POKE BALL,unused,item,994,,https://pokeapi.co/api/v2/item/994/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LETTUCE,Berry-blending ingredient,item,1724,,https://pokeapi.co/api/v2/item/1724/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LEVEL BALL,Poor on most other targets,item,450,,https://pokeapi.co/api/v2/item/450/,https://bulbapedia.bulbagarden.net/wiki/Level_Ball,3,false,,,,duplicate_surface,duplicate_surface,needs_review
LIBERO,Weather-linked trait,ability,236,,https://pokeapi.co/api/v2/ability/236/,https://bulbapedia.bulbagarden.net/wiki/Libero_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LIFE FORCE,Gen V ability,ability,10022,,https://pokeapi.co/api/v2/ability/10022/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LIFT KEY,Unlocks progression content,item,547,,https://pokeapi.co/api/v2/item/547/,https://bulbapedia.bulbagarden.net/wiki/Lift_Key,1,false,Story or event key item || Plot-critical key,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LIGHT CLAY,Held battle item,item,246,,https://pokeapi.co/api/v2/item/246/,https://bulbapedia.bulbagarden.net/wiki/Light_Clay,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LIGHT METAL,Gen V ability,ability,135,,https://pokeapi.co/api/v2/ability/135/,https://bulbapedia.bulbagarden.net/wiki/Light_Metal_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LIGHT SCREEN,Psychic status move,move,113,,https://pokeapi.co/api/v2/move/113/,https://bulbapedia.bulbagarden.net/wiki/Light_Screen_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LIMBER,paralyzing trait,ability,7,,https://pokeapi.co/api/v2/ability/7/,https://bulbapedia.bulbagarden.net/wiki/Limber_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LINK TRADE MET,Gen IV location,location,255,,https://pokeapi.co/api/v2/location/255/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
LIPTOO CHAMBER,Ancient regional ruins,location,492,,https://pokeapi.co/api/v2/location/492/,https://bulbapedia.bulbagarden.net/wiki/Tanoby_Chambers,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LOADED DICE,Held battle item,item,1702,,https://pokeapi.co/api/v2/item/1702/,https://bulbapedia.bulbagarden.net/wiki/Loaded_Dice,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LOCK ON,Normal status move,move,199,,https://pokeapi.co/api/v2/move/199/,https://bulbapedia.bulbagarden.net/wiki/Lock-On_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LONE EARRING,Valuable sellable loot,item,1027,,https://pokeapi.co/api/v2/item/1027/,https://bulbapedia.bulbagarden.net/wiki/Lone_Earring,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LONELY SPRING,Hisui landmark,location,1002,,https://pokeapi.co/api/v2/location/1002/,https://bulbapedia.bulbagarden.net/wiki/Lonely_Spring,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LONG REACH,Gen VII ability,ability,203,,https://pokeapi.co/api/v2/ability/203/,https://bulbapedia.bulbagarden.net/wiki/Long_Reach_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LOST HOTEL,Kalos landmark,location,677,,https://pokeapi.co/api/v2/location/677/,https://bulbapedia.bulbagarden.net/wiki/Lost_Hotel,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LOVE BALL,Poor on most other targets,item,455,,https://pokeapi.co/api/v2/item/455/,https://bulbapedia.bulbagarden.net/wiki/Love_Ball,3,false,,,,duplicate_surface,duplicate_surface,needs_review
LOVE SWEET,Evolution-trigger item,item,1168,,https://pokeapi.co/api/v2/item/1168/,https://bulbapedia.bulbagarden.net/wiki/Love_Sweet,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LOVELY PLACE,Gen IV location,location,265,,https://pokeapi.co/api/v2/location/265/,https://bulbapedia.bulbagarden.net/wiki/Event_Pok%C3%A9mon,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
LUCKY EGG,Held battle item,item,208,,https://pokeapi.co/api/v2/item/208/,https://bulbapedia.bulbagarden.net/wiki/Lucky_Egg,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
LULLABY,Gen V ability,ability,10036,,https://pokeapi.co/api/v2/ability/10036/,https://bulbapedia.bulbagarden.net/wiki/Lullaby,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
